restaurant_name,rating,average_price,average _delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location
Kings Kunafa,4.4,200,54,0,0,0,0,0,0,Hyderabad
Kings Mezbaan Restaurant,3.8,200,33,0,1,0,0,1,0,Hyderabad
Kings Of Noodles,3.8,150,30,0,0,0,0,0,0,Kanpur
Kings Paan,4.4,200,33,0,0,0,0,0,0,NCR
King's Palace,3.7,300,41,0,1,0,0,1,0,Hyderabad
King's Palace Bar & Restaurant,4,200,40,0,1,0,0,0,0,Goa
Kings Pizza,3.6,150,38,0,1,1,0,0,0,Rishikesh
King's Pizza,4.1,100,35,0,0,1,0,0,0,Gorakhpur
Kings Pizza And Burger,3.9,50,32,0,0,1,0,0,0,Agra
King's Pizza Factory,4.1,100,45,0,0,1,0,0,0,Allahabad
Kings Restaurant,3.6,200,50,0,0,1,1,0,0,Bikaner
Kings Restro,4,100,46,0,1,0,0,0,0,Kharagpur
Kings Restro & Cafe,4.1,100,30,1,1,1,0,0,0,Nagpur
Kings Snack Bar,4,350,49,0,1,1,1,0,0,Mumbai
Kings Spoon - Bhawna Clarks Inn,3.6,350,54,0,1,0,0,0,0,Agra
King's Tandoori Chaap,4.1,100,19,0,1,1,0,0,0,Ludhiana
King's Tandoori Food,3.5,100,27,0,1,1,0,0,0,Ludhiana
King's Vegetarian,3.6,100,32,0,1,1,0,1,0,Ludhiana
Kingsway Hotel - Grand Duke,3.5,100,43,1,1,0,0,1,0,Trivandrum
Kinjal Dining Hall,4,350,33,0,1,0,0,0,0,Ahmedabad
Kinkini Homemade Food,3.4,200,59,0,0,0,0,0,0,Kolkata
Kiosk Kaffee,4,150,13,0,0,0,0,0,0,Solapur
Kiosk Kaffee,4,250,20,0,0,0,0,0,0,Pune
Kiosk Kaffee,4,250,26,0,0,0,0,0,0,Belgaum
Kiosk Kaffee,4.3,300,23,0,0,0,0,0,0,Kolhapur
Kippis Cafe,3.8,250,30,0,0,0,0,0,0,Warangal
Kippis Cakes,3.2,100,37,0,0,0,0,0,1,Warangal
Kipps Shyam Lal Bishambar Nath,4.2,100,25,0,0,1,0,0,0,Bareilly
Kipps Sweets,3.9,150,25,0,0,0,0,0,0,Bareilly
Kipps Sweets & Bakery,4.3,50,17,0,0,1,1,0,0,Bareilly
Kiran Live Puff & Cake,3.5,100,48,0,0,1,0,0,1,Rajkot
Kiranshree Sweets,4.1,150,18,1,1,1,1,0,0,Guwahati
Kiranshree Sweets & Snacks,4.3,150,29,1,1,0,1,0,0,Guwahati
Kirat Sweets,3.7,200,29,0,0,0,0,0,0,Patiala
Kirpal Dhaba,4.4,200,17,0,1,0,1,0,0,Vijayawada
Kirti Kitchen,3.8,100,64,0,1,0,0,0,0,Bangalore
Kirti Mahal Express,4.2,150,31,1,0,0,1,0,0,Mumbai
Kirti Mahal Legacy,4.2,200,24,1,1,1,0,0,0,Mumbai
Kishi A Bakery World,4,200,41,0,0,0,0,0,1,Guwahati
Kishor Rollwala,3.8,350,25,0,0,0,0,0,0,Nashik
Kishorbhai Ragdawala,4.1,50,15,0,0,1,0,0,0,Jamnagar
Kiskey Whiskey,4.2,150,37,0,1,0,0,0,0,Agra
Kismoor Sangolda,3.7,250,42,1,1,0,0,0,0,Goa
Kit Cake Bakery,3.9,200,38,0,0,0,0,0,1,Lucknow
Kitchen,4.4,100,29,1,1,1,0,0,0,Lucknow
Kitchen 11,3.1,150,39,1,1,0,0,0,0,Lucknow
Kitchen 11,3.9,150,36,0,1,1,0,0,0,Chandigarh
Kitchen 165,4.1,150,48,0,1,1,0,1,0,Kolkata
Kitchen 1970's,3.8,100,23,0,1,0,0,1,0,Warangal
Kitchen 22,4,100,22,0,1,1,0,0,0,Chandigarh
Kitchen 29,4,100,38,0,0,0,0,0,0,Ludhiana
Kitchen 365,3.2,200,32,0,1,0,0,0,0,Dehradun
Kitchen 369,4,100,34,0,1,0,0,1,0,Lucknow
Kitchen 54,4.3,200,42,0,1,0,0,1,0,Indore
Kitchen 99,3.9,150,30,1,1,1,1,0,0,Amritsar
Kitchen Age Eatery,3.8,150,26,1,0,1,1,0,0,Jamnagar
Kitchen Corner,3.6,100,40,0,1,1,0,0,0,Siliguri
Kitchen Garage,4.2,200,38,0,0,1,0,1,0,Lucknow
Kitchen Garden By Suzette,4.3,300,36,0,0,0,0,0,1,Mumbai
Kitchen Handi,3.6,200,45,0,1,0,1,1,0,Ranchi
Kitchen Hub,4.3,150,40,0,1,0,0,1,0,Guwahati
Kitchen In The Clouds,3.6,250,42,0,0,1,0,0,0,Nainital
Kitchen King,3.3,100,41,0,1,1,0,0,0,Chandigarh
Kitchen King's,3.7,200,51,0,1,0,0,0,0,Raipur
Kitchen Kraft,3.9,150,43,0,1,1,0,0,0,Jamshedpur
Kitchen Masala,3.5,100,28,0,1,1,1,0,0,Varanasi
Kitchen Nil's,4.5,100,42,0,0,0,0,0,0,Kharagpur
Kitchen Of The North,3.3,100,43,0,1,1,0,0,0,Lucknow
Kitchen Of Tribute,4.1,250,23,0,1,1,0,0,0,Udaipur
Kitchen On,3.9,150,38,0,0,1,0,0,1,Allahabad
Kitchen Pot,3.7,100,24,1,0,0,0,1,0,Vijayawada
Kitchen Sensation,3.6,150,40,0,1,0,0,0,0,Indore
Kitchen Shutki,4.1,100,30,0,0,0,0,0,0,Siliguri
Kitchen Stories,4,150,34,0,1,0,0,1,0,Meerut
Kitchen Stories Family Restaurant,3.8,250,35,0,1,0,0,0,0,Vijayawada
Kitchen Teja's,3.9,200,54,0,1,0,0,0,0,Siliguri
Kitchen Villa,3.4,100,44,0,1,1,0,1,0,Varanasi
Kitchen22,4.3,200,49,0,0,1,0,0,0,NCR
Kitchen365 Fine Dine,4.1,250,31,0,1,1,1,0,0,Amravati
Kitchenwala,4.1,250,40,0,0,0,0,1,0,Bhubaneswar
Kites Pure Veg Multi Cuisine Restaurant,4,300,33,0,1,0,0,0,0,Chennai
Kitrakuisine,3.8,150,26,0,0,1,0,0,0,Amritsar
Kitty Pizza Cafe,3.4,150,32,0,0,0,0,0,0,Aligarh
Kitu Da Dhaba,3.7,150,34,0,1,0,0,0,0,Nagpur
Kiwi Ice Creams,4.6,150,23,0,0,0,0,0,0,Trivandrum
Kiwi Kisan Window,4.4,200,31,0,0,0,0,0,0,Chandigarh
Kiza Kitchen,3.9,100,23,1,1,0,0,1,0,Tirunelveli
KJF Fresh Food Hub,4.2,10,42,0,1,1,0,0,0,NCR
KK Baker's,3.2,150,27,0,0,0,0,0,1,Jamnagar
KK Food Hub,4.1,100,36,0,1,1,0,0,0,Amritsar
KK Konar Hotel & Catering,3.7,150,29,1,0,0,0,1,0,Madurai
KK Live Puff And Restaurant,3.8,150,23,0,1,0,1,0,0,Rajkot
KK Pakodiwala,4,100,31,0,1,0,1,0,0,Vadodara
KK Snacks,4,200,28,0,0,1,1,0,1,Bareilly
KKC - Kolkata Kebab Company,4,200,52,0,1,0,0,1,0,Kolkata
KKG,3.7,350,33,0,0,1,0,0,1,Amritsar
KKR’s Royal Grand,4.1,100,35,0,1,0,0,1,0,Vijayawada
Kks Vivanta Family Restaurent,3.8,200,30,0,1,0,0,0,0,Kolhapur
KL 11 Cafe,4.2,150,35,1,1,1,0,1,0,Ahmedabad
KLAP,3.9,100,39,0,0,0,0,0,0,NCR
Klassic Restaurant,3.8,100,28,0,1,1,0,1,0,Surat
KLG Tiffin Center,4,350,22,1,0,0,0,0,0,Salem
Kloud Kitchen by FlashBack,3.7,50,34,0,1,0,0,1,0,Bareilly
Klub F5,4.1,300,17,0,1,1,0,1,0,Vijayawada
Kluster Kafe,4.1,300,34,0,1,1,0,0,0,Trivandrum
KMB Cake Studio,4.3,300,21,0,0,0,0,0,1,Nashik
KMS Hakkim,3.7,150,28,0,1,0,0,1,0,Trichy
KMS Hakkim Kalyana Biriyani,4,150,48,0,1,0,0,1,0,Chennai
KMS Hakkim Kalyana Biriyani Restaurant,4,200,35,0,1,0,0,0,0,Trichy
Knight Bite,3.6,200,39,0,0,1,0,0,0,Mysore
KNS,4,150,29,0,0,1,0,0,0,Pune
Ko Ko Biryani Point,4,150,14,0,1,0,0,1,0,Guntur
Koality Sweets & Snacks,4.4,150,26,0,0,0,1,0,0,Siliguri
Kobe Sizzlers,4.3,250,40,0,0,1,0,0,0,Mangalore
Kobe Sizzlers,4.3,350,47,0,0,1,0,0,0,Mumbai
Kochar Chat & Juices,3.7,200,25,0,0,1,1,0,0,Chennai
Kochi Express,4.1,150,38,1,1,1,0,0,0,Ludhiana
Kochi Kalapata,4,150,26,0,1,0,0,0,0,Kolkata
Kofe Radisson Blu,3.6,150,49,0,0,1,0,0,0,Gorakhpur
Koffee King,3.7,250,41,0,0,0,0,0,0,Indore
Koffee N Krust,4,200,32,0,0,1,0,0,0,Raipur
Koffee With Kitab,3.9,100,27,0,0,1,1,0,0,Kota
Kohinoor Biryani,3.9,150,16,0,0,0,0,1,0,Warangal
Kohinoor Darbar,3.7,200,23,0,1,0,0,1,0,Dhanbad
Kohinoor Restaurant,4.4,250,30,0,1,0,1,1,0,Allahabad
Kohinur,4.3,250,25,0,1,0,0,1,0,Vijayawada
Kohli Dhaba,3.4,350,26,0,1,0,0,0,0,Patiala
Kohli Patiala Shahi Chaap,4,350,42,0,1,0,0,0,0,Patiala
Kohli Sweets,4.1,150,26,0,1,0,0,0,1,Patiala
Kohli's,4.1,300,33,1,1,1,1,0,0,Dehradun
Koi - The Asian Kitchen,4.1,200,45,0,0,0,0,0,0,Siliguri
KOI All Day Cafe,3.8,450,41,0,1,1,0,0,0,Udaipur
Kokkarako Biriyani And Fast Food,3.7,150,32,1,1,1,0,0,0,Coimbatore
Kokkarako Biryani And Fast Food,4,200,40,1,0,0,0,1,0,Coimbatore
Kokni Darbar,4,50,21,0,1,0,0,1,0,Nashik
Kokni Kanteen,4,300,23,0,1,0,0,0,0,Goa
Koko Egg Point,4,150,37,0,1,0,1,0,0,Raipur
Kokomojo,3.9,200,44,0,0,1,1,0,0,Patna
Kokonut Lagoon,4,200,31,1,1,0,0,0,0,Puducherry
Kokro Kooo In KGS,3.4,200,38,0,0,0,0,0,0,Vijayawada
Kokro Kooo In KGS,3.4,200,46,1,1,0,0,1,0,Vijayawada
Kola Pasi,4.2,100,47,1,0,0,0,0,0,Chennai
Kolapasi Fast Food Centre,4.1,200,27,0,0,1,1,0,0,Madurai
Kolhapur Dining,3.4,150,31,0,1,0,0,0,0,Kolhapur
Kolhapuri Tadka,4.1,150,22,0,0,0,0,0,0,Vadodara
Koliwada Chicken Fish Fry & Chinese Corner,3.9,250,36,0,1,0,0,1,0,Mumbai
Kolkata Aalishan Biryani,4,100,27,0,1,0,0,1,0,Siliguri
Kolkata Alishan Biryani,3.9,100,13,0,0,0,0,1,0,Jamshedpur
Kolkata Alishan Biryani,4.1,200,22,0,0,1,0,1,0,Siliguri
Kolkata Arsalan Biryani,4.1,200,24,0,0,1,0,1,0,Siliguri
Kolkata Ashirwad Biryani,3.8,200,20,0,1,0,0,1,0,Asansol
Kolkata Bakery,3.8,300,27,0,0,0,0,0,1,Kolkata
Kolkata Biryani,3.6,300,25,0,0,0,0,1,0,Patna
Kolkata Biryani,3.7,100,24,0,0,0,0,1,0,Darbhanga
Kolkata Biryani,3.8,100,28,0,0,0,0,1,0,Dhanbad
Kolkata Biryani,4,100,37,0,0,0,0,1,0,Durgapur
Kolkata Biryani,4.2,200,29,0,0,0,0,1,0,Guwahati
Kolkata Biryani And Fast Food Corner,3.7,200,18,0,0,0,0,1,0,Asansol
Kolkata Biryani House,3.2,100,35,0,0,0,0,1,0,Guwahati
Kolkata Biryani House,3.9,100,20,0,0,0,0,1,0,Gaya
Kolkata Biryani House,4.2,200,27,0,1,0,0,1,0,Asansol
Kolkata Chaat,4,400,29,0,0,0,0,0,0,Siliguri
Kolkata Chat,3.9,150,50,0,1,0,1,0,0,Chennai
Kolkata Chole Bhature,4,100,14,0,1,0,0,0,0,Bhopal
Kolkata Dada Boudi Biryani,4,150,26,0,1,0,0,1,0,Durgapur
Kolkata Express Kathi Roll,4.1,150,37,0,0,1,0,0,0,Jabalpur
Kolkata Famous Kati Roll,4.1,100,52,0,0,0,0,0,0,Bangalore
Kolkata Famous Kati Roll,4.1,200,26,0,0,0,0,0,0,Manipal
Kolkata Famous Kati Roll,4.3,100,29,0,0,0,0,0,0,Mangalore
Kolkata Famous Kati Rolls,4,100,43,0,0,0,0,0,0,Bangalore
Kolkata Famous Kati Rolls,4.1,100,33,0,0,1,0,0,0,Mangalore
Kolkata Fast Food,4.1,100,28,0,0,0,0,0,0,Siliguri
Kolkata Fried Chicken,4,250,31,0,0,1,0,0,0,Raipur
Kolkata Fried Chicken,4.2,150,23,0,0,1,0,1,0,Raipur
Kolkata Haji Biryani,3.6,100,43,0,1,0,0,1,0,Kolkata
Kolkata Haji Biryani,3.9,100,19,0,1,0,0,1,0,Siliguri
Kolkata Haji Biryani,3.9,100,26,0,0,0,0,1,0,Siliguri
Kolkata Haji Biryani House,3.8,250,25,0,0,0,0,1,0,Siliguri
Kolkata Hazi Biryani,4.4,200,30,0,1,0,0,1,0,Durgapur
Kolkata Hazi Biryani House,3.7,150,27,0,0,0,0,1,0,Siliguri
Kolkata Kathi Roll,4.1,250,30,0,0,0,0,0,0,Nellore
Kolkata Kathi Rolls,3.8,100,51,0,1,0,0,1,0,Bangalore
Kolkata Khan Biryani,4.5,300,41,0,0,0,0,1,0,Kolkata
Kolkata Khushbu Biryani,4.3,100,23,0,0,0,0,1,0,Darbhanga
Kolkata Kingdom,4.3,200,34,0,0,0,0,1,0,Kolkata
Kolkata Kitchen,3.7,100,55,0,1,0,0,0,0,Kolkata
Kolkata Laziz Biryani,4.1,150,22,0,0,0,0,1,0,Jamshedpur
Kolkata Local By Edabba,4.1,150,40,0,0,0,0,0,0,Kolkata
Kolkata Moghal Umpire Biryani House,3.5,150,21,0,0,0,0,1,0,Jamshedpur
Kolkata New Arsalan Biryani,3.6,100,21,0,0,1,0,1,0,Asansol
Kolkata Pantry,4.3,100,59,0,1,1,0,0,0,Kolkata
Kolkata Roll,3.3,250,51,0,0,0,0,0,0,Indore
Kolkata Roll,3.6,100,33,0,0,1,0,0,0,Guwahati
Kolkata Roll,4.1,250,44,0,0,0,0,0,0,Guwahati
Kolkata Roll Center,4.1,150,14,0,0,0,0,0,0,Amravati
Kolkata Roll Chinese Chaska 56 Dukan,4,100,36,0,0,1,0,0,0,Indore
Kolkata Roll Corner,3.6,350,25,0,1,0,0,0,0,Allahabad
Kolkata Rolls,3.8,250,23,0,1,0,0,0,0,Goa
Kolkata Rolls,3.9,250,25,0,0,1,0,0,0,Visakhapatnam
Kolkata Rolls,3.9,250,41,0,0,1,0,0,0,Guwahati
Kolkata Rolls,4.2,250,32,0,0,0,0,0,0,Nagpur
Kolkata Royal Biryani,3.5,150,26,0,1,0,0,1,0,Durgapur
Kolkata Royal Biryani & Fast Food,4,150,25,0,1,0,0,1,0,Jamshedpur
Kolkata Royal Biryani House,3.7,200,28,0,1,0,0,1,0,Durgapur
Kolkata Royal Biryani House,4,100,25,0,1,0,0,1,0,Jamshedpur
Kolkata Royal Family Restaurant,4,100,21,0,1,0,0,1,0,Asansol
Kolkata Special Kathi Rolls,4.3,150,25,0,0,1,0,0,0,Amritsar
Kolkata Spl Kathi Rolls,4.1,100,23,0,0,0,1,0,0,Amritsar
Kolkata Spring Roll - Mughlai Paratha Roll,3.2,100,36,0,1,0,0,0,0,Indore
Kolkata Sweet,3.6,400,21,0,0,0,0,0,0,Surat
Kolkata Sweets Hub,3.7,350,31,0,0,0,0,0,0,Gorakhpur
Kolkata's Lazeez Kathi Rolls,4.1,50,24,0,1,0,0,0,0,Dehradun
Kolkata's Roll And Roasted Chicken Corner,4,350,48,0,0,1,0,0,0,Chandigarh
Kolkatta Lodge,3.7,150,29,0,0,0,0,0,0,Surat
Kollage Food Court,4.3,150,39,1,1,1,0,1,0,Pune
Konark Restaurant,4.3,100,39,0,1,0,0,1,0,Dhanbad
Konaseema Kitchens,3.9,50,25,1,1,0,0,1,0,Warangal
Konaseema Ruchulu,3.4,100,22,0,0,0,0,0,0,Nellore
Konaseema Ruchulu,3.5,250,20,0,0,0,0,0,0,Nellore
Konchady Fast Food,4,100,27,0,0,1,0,0,0,Mangalore
Koneeza,4.5,100,42,0,0,1,0,0,0,Vadodara
Koney's,3.5,50,25,0,0,0,0,0,0,Mysore
Koo Kaapi,3.8,150,26,1,0,0,0,0,0,Coimbatore
Koodal Food Court,4.2,150,35,1,0,0,0,1,0,Madurai
Kook,3.8,150,46,0,1,0,0,1,0,Mumbai
Kookie Jar,4.5,100,31,0,0,1,0,0,1,Kolkata
Kool Break,4,150,27,0,1,0,0,1,0,Lucknow
Kool Cups,3.7,150,18,0,0,1,0,0,0,Gorakhpur
Kool Kakes And Pastries,4,200,39,0,0,0,0,0,1,Lucknow
Kori's,4.2,100,41,0,0,0,0,0,0,Guwahati
Kori's,4.4,100,55,0,0,0,0,0,0,Delhi NCR
Koshe Kosha,4.3,50,42,0,0,0,0,0,0,Kolkata
Koshe Kosha,4.4,200,35,0,0,0,0,0,0,Siliguri
Kosten Patisseries,4.3,200,33,0,0,0,0,0,1,Mumbai
Kota Fast Foods,3.9,100,28,0,1,1,1,0,0,Kota
Kota Foodie,4,50,39,0,0,1,0,0,0,Kota
Kota Foods Cafe,3.8,150,22,0,1,0,1,0,0,Kota
Kota Kachori,4.1,150,34,0,0,0,1,0,0,Ahmedabad
Kota Kachori,4.2,200,42,0,1,0,1,0,0,Chandigarh
Kota Kachori,4.3,100,27,0,0,0,1,0,0,Vadodara
Kota Kadak Chai,4.4,50,22,0,0,0,0,0,0,Kota
Kota Tadka Dhaba,3.5,250,26,0,1,0,1,0,0,Kota
Kotha Barta,3.5,100,30,0,0,1,1,0,0,Durgapur
Kotra Haveli,4.3,250,21,0,1,1,0,1,0,Udaipur
Kottayam Kitchen Restaurant,3.8,100,42,1,0,0,0,0,0,Trivandrum
Kotyark Food Center,3.8,100,35,0,0,0,0,0,0,Vadodara
Koupat,3.6,450,46,0,0,0,0,0,0,Guwahati
Koustubha Bengaluru Flavours,3.9,150,35,1,1,0,0,0,0,Surat
Kouzina Biryani Co,4.2,100,45,0,0,0,0,1,0,Kolkata
Kouzina Express,4.1,200,40,0,1,0,0,0,0,Kolkata
Kouzina Kafe - The Food Court,3.2,200,26,0,0,1,0,0,1,Manipal
Kouzina Kafe - The Food Court,3.4,200,17,0,0,1,0,0,1,Mysore
Kouzina Kafe - The Food Court,3.6,100,38,0,0,1,0,0,1,Vadodara
Kouzina Kafe - The Food Court,3.6,200,28,0,0,1,0,0,1,Salem
Kouzina Kafe - The Food Court,3.6,200,51,0,0,1,0,0,1,Guwahati
Kouzina Kafe - The Food Court,3.7,50,37,0,0,1,0,0,1,NCR
Kouzina Kafe - The Food Court,3.7,100,35,0,0,1,0,0,1,Vellore
Kouzina Kafe - The Food Court,3.7,200,39,0,0,1,0,0,1,Madurai
Kouzina Kafe - The Food Court,3.7,200,51,0,0,1,0,0,1,Kolkata
Kouzina Kafe - The Food Court,3.7,450,32,0,0,1,0,0,1,Allahabad
Kouzina Kafe - The Food Court,3.8,150,23,0,0,1,0,0,1,Guntur
Kouzina Kafe - The Food Court,3.8,200,30,0,0,1,0,0,1,Dehradun
Kouzina Kafe - The Food Court,3.8,200,40,0,0,1,0,0,1,Nellore
Kouzina Kafe - The Food Court,3.9,150,20,0,0,1,0,0,1,Bhubaneswar
Kouzina Kafe - The Food Court,3.9,200,26,0,0,1,0,0,1,Vijayawada
Kouzina Kafe - The Food Court,4,200,36,0,0,1,0,0,1,Coimbatore
Kouzina Kafe - The Food Court,4.2,200,32,0,0,1,0,0,1,Mangalore
Kouzina Kafe - The Food Court,4.3,200,24,0,0,1,0,0,1,Patna
Kouzina Kafe - The Food Court,4.3,250,24,0,0,1,0,0,1,Nashik
Kouzina Kafe - The Food Court,4.4,100,27,0,0,1,0,0,1,Cuttack
Kouzina Kafe - The Food Court,4.4,200,36,0,0,1,0,0,1,Puducherry
Kouzina Mining Co.,3.9,400,41,0,1,0,0,0,0,Kolkata
Kovai Angatha Briyani,3.9,150,30,1,0,0,0,1,0,Coimbatore
Kovai Biryani Hotel,4,50,35,1,1,0,1,1,0,Coimbatore
Kovai Chapati Stall,4.3,500,43,1,0,0,0,0,0,Coimbatore
Kovai Juice Corner,3.8,150,35,0,0,1,1,0,0,Coimbatore
Kovai KRS Bakery & Cafe,3.6,150,29,0,0,0,0,0,1,Coimbatore
Kovai Moongilkadu,3.2,150,41,1,1,0,0,1,0,Coimbatore
Kovai Pazhamudhir Nilayam,4.4,50,34,0,0,0,0,0,0,Coimbatore
Kovai Royal Biriyani,3.8,200,31,1,0,1,0,1,0,Coimbatore
Kovai SM Fast Food & Biriyani,4.4,100,28,1,0,0,0,1,0,Coimbatore
Koyal Bakery Cake,3.7,150,43,0,1,0,0,0,1,Lucknow
Koyla Cafe Lounge,4,200,55,0,0,0,0,0,0,Kolkata
Koyla Restaurant,3.7,100,40,0,1,0,0,1,0,Mangalore
Kozhi Star,4.2,150,50,0,0,1,1,0,0,Chennai
Kozhikodenz,3.5,250,34,1,0,0,1,0,0,Mysore
Kozy Cafe,4.1,100,37,0,1,1,0,0,0,Meerut
KPJ - Khao Piyo Jiyo,3.7,100,30,0,1,1,0,0,0,Jaipur
KPS Restaurant,4,100,22,1,0,0,0,0,0,Madurai
KP's Snack Hub,3.2,100,39,0,0,1,0,0,0,Warangal
KR Bakes,3.6,200,37,1,0,0,0,1,1,Palakkad
KR Bakes,4,150,26,0,1,0,0,1,0,Coimbatore
KR Bakes Restaurant,3.8,200,24,1,0,0,1,0,0,Coimbatore
KR Di Rassoi,4,100,45,0,1,0,0,0,0,NCR
KR Food Plaza,4.3,200,37,1,0,0,0,0,0,Vijayawada
KR Nati Style Mess,3.7,250,26,1,0,0,0,1,0,Mysore
Krafty Kitchen,4.3,350,32,0,1,0,0,0,0,Chandigarh
KRAMB Cafe & Gaming Arcade,4.3,150,30,0,1,1,0,0,0,Moradabad
Kranti Bhel Restaurant,4.2,150,21,0,0,0,1,0,0,Sangli
Kranti Biryani House,3.6,50,22,0,0,0,0,1,0,Sangli
Kranti Snack Center,4,50,29,0,0,1,1,0,0,Sangli
Krati Kitchen,3.2,250,35,0,1,0,1,0,0,Kota
Krave Momos,4.1,250,44,0,0,0,0,0,0,Allahabad
Kravers Kitchen,4.1,100,28,0,1,1,0,0,0,Jaipur
Kraves,4.2,100,36,0,0,0,0,1,0,Surat
Krazy For Chocolates,4.1,100,27,0,0,0,0,0,1,Kolkata
Krazy Kulfi Factory,4,200,29,0,0,0,0,0,0,Lucknow
KRE - Kathi Roll Express,3.5,50,48,0,0,0,0,1,0,Cuttack
Kreamy Foods And Desserts,4.3,100,25,0,0,0,0,0,0,Dehradun
Kreamz,3.9,150,29,0,0,1,0,0,1,Kolkata
Kripa Bakers And Restaurant,3.6,150,46,0,1,1,1,0,0,Varanasi
Krishan Chat Bhandar,4,100,33,0,1,0,1,0,0,Chandigarh
Krishan Hotel,3.8,150,30,0,1,1,0,0,0,Bikaner
Krishan Prasadam,4,100,33,0,1,0,0,0,0,Amritsar
Krishan's,3.9,200,17,1,0,1,0,0,0,Ludhiana
Krishan's Corner Restaurant,3.7,100,20,0,1,1,0,0,0,Patiala
Krishman Chaat House,4,200,43,0,0,0,1,0,0,Guwahati
Krishna Bakers & Fast Food,3.6,200,33,0,0,1,1,0,1,Jaipur
Krishna Bakery,3.7,100,27,0,0,0,0,0,1,Jhansi
Krishna Bhaji Pav,3.4,100,31,0,0,1,1,0,0,Ahmedabad
Krishna Bhavan Hotel,3.7,50,19,1,0,0,0,1,0,Thrissur
Krishna Bhog,3.2,200,25,1,0,0,1,0,0,Patna
Krishna Bhog,3.7,50,35,0,0,0,1,0,0,Kolkata
Krishna Bhojnalay,3.6,100,50,0,1,0,0,0,0,Gorakhpur
Krishna Bhojnalaya,3.7,150,26,0,1,0,1,0,0,Kanpur
Krishna Biryani & Fast Food,3.9,100,39,0,1,0,0,1,0,Patna
Krishna Burger,4,100,20,0,0,0,1,0,0,Gorakhpur
Krishna Chaat Shop,4.1,150,25,0,0,0,1,0,0,Chandigarh
Krishna Chat Bhandar,3.4,150,11,0,0,0,1,0,0,Ajmer
Krishna Chat Bhandar,4,50,25,0,0,0,1,0,0,Nashik
Krishna Cheese Frankie,4,200,19,0,0,0,1,0,0,Surat
Krishna Coffee Center,4.3,100,29,1,0,1,0,0,0,Gorakhpur
Krishna Dairy,3.4,100,46,0,0,1,0,0,0,Bhopal
Krishna Dairy & Parlour,4.5,100,13,0,0,0,0,0,0,Bhavnagar
Krishna Dhaba,4,150,47,0,1,0,0,0,0,NCR
Krishna Dhosa Center,3.7,150,43,1,0,0,0,0,0,Durgapur
Krishna Dining,4.3,350,31,0,0,0,0,0,0,Pune
Krishna Dining Hall,3.2,100,49,0,1,0,0,0,0,Indore
Krishna Family Dhaba,4.4,150,23,0,1,1,0,0,0,Ajmer
Krishna Fast Food,3.1,250,42,1,0,0,0,0,0,Lucknow
Krishna Fast Food,3.7,50,37,0,0,1,0,0,0,Ludhiana
Krishna Fast Food,3.8,350,47,0,0,1,0,0,0,Jaipur
Krishna Fast Food Center,4.2,100,38,0,1,1,0,0,0,Kanpur
Krishna Fast Food Corner,3.9,250,25,0,0,1,1,0,0,Jaipur
Krishna Food,3.9,100,37,0,0,1,1,0,0,Siliguri
Krishna Food,4,150,47,1,0,0,0,0,0,Kolkata
Krishna Food,4.1,200,50,1,0,0,0,0,0,Kolkata
Krishna Food Court,3.9,350,42,0,1,0,0,1,0,Hyderabad
Krishna Food Court,4,250,24,0,1,0,0,1,0,Guntur
Krishna Food's,3.1,100,50,0,1,0,0,0,0,Ahmedabad
Krishna Hotel,3.7,100,29,0,1,0,0,1,0,Gorakhpur
Krishna Hotel,4.2,100,31,1,0,0,0,0,0,Trivandrum
Krishna Ice Creams,2.8,200,29,0,0,0,0,0,0,Amritsar
Krishna Inn,3.6,100,33,1,1,0,1,0,0,Kolhapur
Krishna Kulcha,4,100,27,0,1,0,0,0,0,Kanpur
Krishna Leela,4,250,40,1,1,1,0,0,0,Mumbai
Krishna Maggi Point,3.2,550,35,0,1,0,1,0,0,Allahabad
Krishna Momos Center,3.9,100,15,0,0,1,1,0,0,Jodhpur
Krishna Murari Paranthe Wale - Pure Veg,4,150,42,0,1,0,0,0,0,NCR
Krishna Pav Bhaji,3.2,100,25,0,1,0,1,0,0,Jhansi
Krishna Pav Bhaji,3.6,200,43,0,0,0,1,0,0,Nashik
Krishna Punjabi Dhaba,4,150,20,0,1,0,0,0,0,Saharanpur
Krishna Pure Veg,4.2,200,47,1,1,0,1,0,0,Pune
Krishna Pure Veg Restaurant,4.3,150,37,0,1,0,0,0,0,Jabalpur
Krishna Residency,3.6,200,25,1,1,0,0,1,0,Vijayawada
Krishna Restaurant,3.5,150,33,0,1,0,0,0,0,Dehradun
Krishna Restaurant,3.7,100,27,0,1,1,0,0,0,Ajmer
Krishna Restaurant,3.7,200,40,0,1,0,0,1,0,Goa
Krishna Restaurant,3.7,300,27,0,1,0,0,0,0,Kanpur
Krishna Restaurant,4.2,100,32,0,1,1,1,0,0,Surat
Krishna Restaurant,4.2,100,40,0,1,0,0,0,0,Mumbai
Krishna Santosh Family Dhabha,4,200,54,0,1,0,0,1,0,Hyderabad
Krishna Shahi Rasoi,3.6,100,40,0,1,1,0,0,0,Kanpur
Krishna Shudh Shakahari Bhojanalay,3.3,150,39,0,1,0,0,0,0,Moradabad
Krishna Snacks Frankie,4.2,100,27,0,0,1,0,0,0,Mumbai
